iter	Logloss
136	0.3156562291
137	0.315061387
138	0.3143804448
139	0.3138870074
140	0.3133335634
141	0.3127030925
142	0.3122882912
143	0.3117275952
144	0.3112123465
145	0.3106983089
146	0.3100787505
147	0.3096090684
148	0.3091167402
149	0.3085569414
150	0.3082043403
151	0.3077900898
152	0.3072674439
153	0.3067380488
154	0.3061045267
155	0.3055134825
156	0.305151358
157	0.3046320856
158	0.3042386497
159	0.3036757891
160	0.3031346182
161	0.3027117335
162	0.3023952108
163	0.3020420781
164	0.3014564472
165	0.3010312262
166	0.3006565753
167	0.300321382
168	0.2999440125
169	0.2991772866
170	0.2988024632
171	0.2982430533
172	0.2979739359
173	0.2974620392
174	0.29704287
175	0.2965347368
176	0.296086634
177	0.2956581126
178	0.2950959775
179	0.2947484612
180	0.2942365613
181	0.2936821771
182	0.2931976477
183	0.2928903219
184	0.2924580119
185	0.2920874985
186	0.2916497313
187	0.2912371741
188	0.2909154278
189	0.2904400795
190	0.2900808145
191	0.2896549564
192	0.2892759773
193	0.2888839558
194	0.2886415489
195	0.2882294349
196	0.2876831487
197	0.2873032652
198	0.2868904556
199	0.2865293244
200	0.2861712823
201	0.2856798747
202	0.2853830815
203	0.2849571055
204	0.2846488043
205	0.284212831
206	0.2838616612
207	0.2834405507
208	0.2831890216
209	0.2829482908
210	0.28257222
211	0.2822161196
212	0.2818770554
213	0.2814709316
214	0.2811112016
215	0.2808079255
216	0.2804413203
217	0.2800393738
218	0.2797075605
219	0.2790498357
220	0.2787937923
221	0.2785154645
222	0.2780963945
223	0.2777919196
224	0.2775893464
225	0.2770354221
226	0.276663144
227	0.2763232623
228	0.2759814842
229	0.2756517356
230	0.2753170845
231	0.2749803716
232	0.2746070631
233	0.2743263817
234	0.2740244146
235	0.2737513963
236	0.2734832923
237	0.2732033876
238	0.2728534176
239	0.2725300588
240	0.2721597157
241	0.2718220547
242	0.2714707959
243	0.271119194
244	0.2708752979
245	0.2705511049
246	0.270313159
247	0.2700612635
248	0.2696468857
249	0.2692494801
250	0.268924214
251	0.2686512857
252	0.2683481959
253	0.2680811073
254	0.2678200935
255	0.2675102872
256	0.2672736439
257	0.2670261888
258	0.2666823462
259	0.2664886851
260	0.2662277184
261	0.265907103
262	0.2655639706
263	0.2652793908
264	0.2649750905
265	0.2648683056
266	0.2646328751
267	0.2644530211
268	0.2642600419
269	0.2640568774
270	0.2638403641
271	0.2635644709
272	0.2632281504
273	0.2630291156
274	0.2627068019
275	0.2622889694
276	0.2619874367
277	0.2616985146
278	0.261421291
279	0.2612861843
280	0.2609696542
281	0.2607084419
282	0.2604712879
283	0.2601439643
284	0.2599208316
285	0.2596997448
286	0.2596304306
287	0.2593791834
288	0.2590677846
289	0.2588671288
290	0.258679375
291	0.258458449
292	0.2582563143
293	0.2580292198
294	0.2578347615
295	0.2575552855
296	0.257314847
297	0.2571584851
298	0.2568784478
299	0.2563914627
300	0.2561222998
301	0.2556804496
302	0.2554694594
303	0.2552500188
304	0.2549134233
305	0.2546839081
306	0.2543315918
307	0.2540513997
308	0.2537536801
309	0.2535851059
310	0.2533008166
311	0.2531020294
312	0.2528469326
313	0.2526089269
314	0.2522474442
315	0.2519833986
316	0.2517318357
317	0.2514588095
318	0.2512792888
319	0.2510234129
320	0.2508247942
321	0.2506333941
322	0.2504392056
323	0.2501626967
324	0.2498679876
325	0.2495743503
326	0.2493110189
327	0.2491198835
328	0.2489183587
329	0.2487652989
330	0.2486297197
331	0.248465235
332	0.2482603673
333	0.24805501
334	0.2478267532
335	0.2475855144
336	0.2473062235
337	0.2470594088
338	0.2467608319
339	0.2465434107
340	0.2463554679
341	0.2461422967
342	0.2459150943
343	0.2456191733
344	0.2453921189
345	0.2451454606
346	0.2450151396
347	0.2447992086
348	0.2445838152
349	0.2444346013
350	0.2442654146
351	0.2440578119
352	0.2438938964
353	0.2436488377
354	0.2434311632
355	0.2431754907
356	0.2429993864
357	0.2428427264
358	0.2425508572
359	0.2423547374
360	0.2422251293
361	0.2420395772
362	0.2417968813
363	0.2415544934
364	0.2413716946
365	0.2411283305
366	0.2409687455
367	0.2407505525
368	0.2405891272
369	0.2403635946
370	0.2400792139
371	0.2398830866
372	0.2396355211
373	0.2393319098
374	0.2391186671
375	0.238925357
376	0.2386710107
377	0.2385403714
378	0.2383301145
379	0.2381400084
380	0.2379079944
381	0.2377289911
382	0.2375388854
383	0.2372401473
384	0.2371025406
385	0.2368523116
386	0.2366057263
387	0.2363162889
388	0.2361985771
389	0.2358020887
390	0.2354871971
391	0.2351294479
392	0.2349466924
393	0.2346572831
394	0.2344632522
395	0.2342635285
396	0.2340718822
397	0.233916997
398	0.2337375788
399	0.2335099259
400	0.2332221652
401	0.2330629566
402	0.2328180952
403	0.2325086797
404	0.2323880651
405	0.2320901811
406	0.2318836884
407	0.231609244
408	0.2313767688
409	0.2311854342
410	0.230992204
411	0.2308457873
412	0.2306475589
413	0.2304323433
414	0.2302876578
415	0.2300982215
416	0.2299118704
417	0.2297251679
418	0.2295029625
419	0.2293722345
420	0.2291556095
421	0.2289841227
422	0.228790331
423	0.228603919
424	0.2284080801
425	0.2282348912
426	0.2280073462
427	0.2278307744
428	0.2273900326
429	0.227080082
430	0.2268937308
431	0.226679445
432	0.2263475822
433	0.2261637886
434	0.2259942659
435	0.2258271101
436	0.2256320423
437	0.2254095326
438	0.2252234842
439	0.2250129908
440	0.2248195492
441	0.2246068534
442	0.2243089355
443	0.2240447472
444	0.2239085516
445	0.2237486808
446	0.2233662001
447	0.2231428698
448	0.2229112235
449	0.2226584379
450	0.2224266451
451	0.2221282938
452	0.2219567199
453	0.2217428945
454	0.2214918304
455	0.2213241777
456	0.2211814477
457	0.2208958147
458	0.2207133786
459	0.2205650157
460	0.2202923372
461	0.2200676857
462	0.2198404878
463	0.2195831494
464	0.2193558228
465	0.2191288705
466	0.2189681938
467	0.2187287233
468	0.2185354295
469	0.2183490112
470	0.2181502229
471	0.2179894689
472	0.217777849
473	0.2175705773
474	0.2174149832
475	0.2171990899
476	0.2170296197
477	0.2167088462
478	0.2165602717
479	0.2163763026
480	0.2162158587
481	0.2159952492
482	0.2157863476
483	0.215528867
484	0.2153388108
485	0.215067774
486	0.2149434415
487	0.214760792
488	0.2145776472
489	0.214414157
490	0.2141977413
491	0.2140270998
492	0.2138452297
493	0.2136761847
494	0.2135389515
495	0.2132982787
496	0.2130822967
497	0.2129164248
498	0.2127098234
499	0.212494788
500	0.2121406234
501	0.2119518359
502	0.2117617323
503	0.2115681282
504	0.2113611864
505	0.2111624673
506	0.2108421788
507	0.2106863786
508	0.210533783
509	0.210302428
510	0.2101573044
511	0.2099470136
512	0.2097893977
513	0.2096029559
514	0.2094253827
515	0.2092501609
516	0.2090581005
517	0.2089044188
518	0.2087178103
519	0.208526506
520	0.2083748372
521	0.2080810803
522	0.2079070067
523	0.2076052701
524	0.2073994713
525	0.2072266639
526	0.2069593739
527	0.2067819624
528	0.2066017191
529	0.2064031348
530	0.2062229311
531	0.2061111613
532	0.2059744751
533	0.2058110561
534	0.2056390144
535	0.2054471849
536	0.2052088159
537	0.2050237642
538	0.2048356174
539	0.2046556147
540	0.2044700648
541	0.2043197829
542	0.2041876423
543	0.204046288
544	0.2038625445
545	0.2037172481
546	0.2035392277
547	0.2032526273
548	0.203122749
549	0.2029157735
550	0.2027369888
551	0.2025978857
552	0.2024356487
553	0.2022130946
554	0.202005396
555	0.2017207364
556	0.201534981
557	0.2014018385
558	0.201273013
559	0.2010611135
560	0.200895506
561	0.2007246166
562	0.2005444757
563	0.2003886599
564	0.200244475
565	0.2001177139
566	0.1999494799
567	0.1998066209
568	0.199651907
569	0.1994556937
570	0.1993409897
571	0.1991257126
572	0.1989994881
573	0.1988393584
574	0.1986163596
575	0.1985030728
576	0.1983501754
577	0.1981876092
578	0.1979984518
579	0.1978351134
580	0.1977018756
581	0.1974695763
582	0.1973256208
583	0.1971772886
584	0.1970452349
585	0.1969025631
586	0.1967328239
587	0.1965714535
588	0.1964636583
589	0.1962919496
590	0.1961563293
591	0.1960076859
592	0.1959007361
593	0.1957473026
594	0.1956188936
595	0.1954807353
596	0.1952364298
597	0.195042442
598	0.194938663
599	0.1947947566
600	0.1946511416
601	0.1945142767
602	0.1944018487
603	0.1942694015
604	0.1941744284
605	0.194068927
606	0.1939653084
607	0.1938251328
608	0.1936769841
609	0.193546012
610	0.1934411195
611	0.193244595
612	0.1931405635
613	0.1930182817
614	0.1929013611
615	0.1925987996
616	0.1924669302
617	0.1923267415
618	0.1922233109
619	0.192102325
620	0.1919320151
621	0.1917239698
622	0.1915874557
623	0.1914606745
624	0.1912699369
625	0.191146593
626	0.1910195023
627	0.1908789351
628	0.1906981442
629	0.1906010526
630	0.1904465725
631	0.1902876139
632	0.1900677998
633	0.1899344601
634	0.1897777449
635	0.1896430353
636	0.1895003962
637	0.1893844033
638	0.1892393878
639	0.1890710073
640	0.1889209873
641	0.188823971
642	0.1886538311
643	0.1884679233
644	0.1883754063
645	0.1881983909
646	0.188077341
647	0.1879330997
648	0.1878167272
649	0.1877154769
650	0.1875813011
651	0.1873643134
652	0.1872693299
653	0.1870815143
654	0.1869826506
655	0.1868389365
656	0.1866578659
657	0.1864359021
658	0.1863298263
659	0.186104273
660	0.1859681767
661	0.1858683494
662	0.1857753092
663	0.1856860674
664	0.1854729752
665	0.1853777165
666	0.185230188
667	0.1850602189
668	0.1848998822
669	0.1847794638
670	0.1846076243
671	0.1844960062
672	0.1843488529
673	0.1842156318
674	0.1841179721
675	0.183975382
676	0.1838377384
677	0.1836618355
678	0.1835429581
679	0.1834525878
680	0.1832815162
681	0.1831337423
682	0.1829468478
683	0.1828597657
684	0.1827744163
685	0.1825566255
686	0.1824546958
687	0.1823142753
688	0.1821590935
689	0.1820192788
690	0.1819206236
691	0.1817484144
692	0.1816578433
693	0.1814418123
694	0.1813101058
695	0.1810737919
696	0.1809857404
697	0.1807960296
698	0.180690019
699	0.1804397208
700	0.1803379234
701	0.1801592292
702	0.1799992956
703	0.1797960953
704	0.1796474314
705	0.1794777363
706	0.1793467334
707	0.1792375393
708	0.1790995883
709	0.1789821568
710	0.1788549882
711	0.1787607733
712	0.1786771181
713	0.1784835256
714	0.1783493535
715	0.1782089763
716	0.1780048018
717	0.1778850467
718	0.1777559183
719	0.1776647011
720	0.1775039589
721	0.1773584312
722	0.1772546233
723	0.1771128686
724	0.1769851403
725	0.1768636823
726	0.1766785656
727	0.1765727743
728	0.1763818044
729	0.1762127111
730	0.1760827762
731	0.1759756416
732	0.1758642363
733	0.1757365087
734	0.1756243523
735	0.1753934463
736	0.1752848339
737	0.1751946623
738	0.1750603053
739	0.1749808533
740	0.1748184366
741	0.1746776517
742	0.1745886293
743	0.1744746929
744	0.1743386446
745	0.1742295408
746	0.1740575771
747	0.1739672432
748	0.1738364071
749	0.1737479706
750	0.1736214129
751	0.1735445765
752	0.1734362121
753	0.1732411835
754	0.1730578793
755	0.1729280234
756	0.1727758422
757	0.1726686419
758	0.1725837495
759	0.1723749013
760	0.1722431521
761	0.1721538061
762	0.1720055768
763	0.1719193777
764	0.1718065481
765	0.1717090719
766	0.1716156862
767	0.1714249292
768	0.1713513906
769	0.1711857714
770	0.1710797358
771	0.170962749
772	0.1708007716
773	0.1706232219
774	0.1705365377
775	0.1704544327
776	0.1702958323
777	0.1701956544
778	0.1700960741
779	0.1699344536
780	0.1697990775
781	0.1696880926
782	0.169580741
783	0.1694270595
784	0.169331292
785	0.1692104314
786	0.1691108454
787	0.1690519413
788	0.1689246618
789	0.1687733611
790	0.1686804707
791	0.1685513589
792	0.168467667
793	0.1683094818
794	0.1682368545
795	0.1681481299
796	0.1680038032
797	0.1678831247
798	0.1677682042
799	0.1676675094
800	0.1675519765
801	0.1674092402
802	0.1673056687
803	0.1671970846
804	0.1670720039
805	0.1669562717
806	0.1668064092
807	0.166678648
808	0.1665818507
809	0.166448506
810	0.166353442
811	0.16620075
812	0.1659368454
813	0.1658580132
814	0.1657486007
815	0.1656755856
816	0.1655620966
817	0.1654721471
818	0.1653735228
819	0.1652941576
820	0.1651508416
821	0.1649763285
822	0.1648209701
823	0.1646928109
824	0.164535109
825	0.1644266147
826	0.1643177832
827	0.1641830668
828	0.1640205041
829	0.1639199039
830	0.1638514201
831	0.1637604037
832	0.1636356227
833	0.1635157471
834	0.1633817418
835	0.1632643725
836	0.1631990925
837	0.1629987592
838	0.162907381
839	0.1628269628
840	0.1626821727
841	0.1626081678
842	0.1625130364
843	0.1624336458
844	0.162368806
845	0.1622758649
846	0.162124772
847	0.1619986162
848	0.1619162698
849	0.161819315
850	0.1617313145
851	0.1615711737
852	0.1614604335
853	0.1612789014
854	0.1611726945
855	0.161084687
856	0.1609915691
857	0.1608458941
858	0.1607781691
859	0.1607013822
860	0.1606134536
861	0.1605318265
862	0.1604323631
863	0.1603055539
864	0.1602079351
865	0.1601521127
866	0.1600807547
867	0.1599260664
868	0.1597949258
869	0.1596718303
870	0.1594971166
871	0.1593399478
872	0.1592807662
873	0.1591854444
874	0.1590517557
875	0.1589825305
876	0.1588267849
877	0.1587595943
878	0.1586832509
879	0.1585703899
880	0.1584033876
881	0.1582433025
882	0.1581264337
883	0.1580142552
884	0.1578279135
885	0.1577147595
886	0.1576360847
887	0.1575316304
888	0.1574598796
889	0.157322233
890	0.157167266
891	0.1571204903
892	0.1569953215
893	0.1568625233
894	0.1567938914
895	0.1567351984
896	0.1566453493
897	0.1565710966
898	0.1564365992
899	0.1563008602
900	0.1561685771
901	0.1561247015
902	0.1560144894
903	0.1558895739
904	0.1557367279
905	0.1556703626
906	0.1555534926
907	0.1554565884
908	0.1552798291
909	0.1551771298
910	0.1551128737
911	0.1550248294
912	0.1549617597
913	0.154896239
914	0.1548287863
915	0.1547510798
916	0.1546696991
917	0.1545756519
918	0.1545116992
919	0.1543941348
920	0.1542941395
921	0.1541608264
922	0.1540681474
923	0.1539630945
924	0.1538444084
925	0.1537142772
926	0.153647414
927	0.1535842932
928	0.1534970348
929	0.1534415305
930	0.1532777604
931	0.1532073919
932	0.1530375273
933	0.1529124996
934	0.1528453757
935	0.1527328555
936	0.1526434648
937	0.1525508983
938	0.1524505829
939	0.1523763061
940	0.1522721822
941	0.1521689889
942	0.1520703295
943	0.1519889881
944	0.1519253161
945	0.1518350685
946	0.1517151478
947	0.1515599464
948	0.1514664086
949	0.1513148392
950	0.1511968356
951	0.1510701612
952	0.1510132996
953	0.1509398857
954	0.150795776
955	0.150631829
956	0.1505179268
957	0.1504140606
958	0.1503400035
959	0.1502819627
960	0.1502294175
961	0.1501136236
962	0.1499697668
963	0.1499135067
964	0.14983495
965	0.149778264
966	0.1497001631
967	0.1496077445
968	0.149537836
969	0.1494649114
970	0.1493687643
971	0.1493070662
972	0.1492193413
973	0.1490693443
974	0.1489949482
975	0.1489111425
976	0.1488316574
977	0.1487575154
978	0.1486494827
979	0.1485840499
980	0.1484476411
981	0.1483443057
982	0.148196013
983	0.1481009988
984	0.147995956
985	0.1479378932
986	0.1478791637
987	0.1477343679
988	0.1476124279
989	0.1474678883
990	0.1473506459
991	0.1472928624
992	0.1471600382
993	0.1470600611
994	0.1469398793
995	0.1468520237
996	0.1467763247
997	0.1466833662
998	0.1466276309
999	0.1465064021
